democ_satis,democ_supp,left_right_scale,job_concern,econ_situation,confidence_congress,confidence_judiciary,confidence_church,confidence_police,confidence_army,confidence_political_parties,resp_sex,resp_age,resp_education,resp_employment,resp_religion,goods_wash_mach,goods_car,goods_sewage,goods_hot_water,resp_chief,anio,resp_economic_perception,country_name,iso3,satisfecho_democracia,democ_supp_cat,ideologia_cat,econ_situation_cat,resp_economic_perception_cat,goods_wash_mach_bin,goods_car_bin,goods_sewage_bin,goods_hot_water_bin,confidence_congress_alta,confidence_judiciary_alta,confidence_church_alta,confidence_police_alta,confidence_army_alta,confidence_political_parties_alta
2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,25.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,izquierda,positiva,positiva,True,False,True,True,False,True,True,True,True,True
3.0,,7.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,28.0,5.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2013,2.0,Ecuador,ECU,0,,derecha,regular,positiva,False,True,True,False,False,False,True,True,True,False
2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,22.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_autoritarismo,izquierda,positiva,positiva,False,False,True,False,True,True,True,True,True,True
4.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,18.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,0,prefiere_democracia,izquierda,positiva,regular,False,False,True,True,True,True,True,True,True,True
4.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,64.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2013,4.0,Ecuador,ECU,0,indiferente,centro,regular,negativa,False,True,True,True,False,False,False,False,True,False
2.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,37.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,izquierda,regular,regular,True,False,True,False,False,True,True,True,True,True
2.0,3.0,,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,26.0,6.0,6.0,7.0,2.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,indiferente,,regular,positiva,False,False,True,True,False,False,False,False,False,False
2.0,1.0,5.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,52.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,centro,positiva,positiva,False,True,True,True,True,False,True,True,True,False
1.0,1.0,9.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,30.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,derecha,positiva,regular,False,False,True,True,True,True,False,True,False,True
2.0,1.0,7.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,58.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,derecha,negativa,regular,False,False,True,True,True,True,True,True,True,True
3.0,3.0,7.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,19.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,0,indiferente,derecha,regular,positiva,False,False,True,True,False,False,True,False,True,False
3.0,1.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,43.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,0,prefiere_democracia,centro,positiva,regular,False,False,True,True,False,False,False,False,False,False
2.0,1.0,5.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,4.0,1.0,61.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,centro,positiva,positiva,False,False,True,True,False,False,False,True,False,False
2.0,1.0,,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,29.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,,positiva,positiva,False,False,True,True,True,True,False,False,False,True
2.0,1.0,,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,29.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,,positiva,positiva,True,False,True,True,False,False,False,False,False,False
2.0,1.0,,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,44.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,,negativa,positiva,False,False,True,True,False,False,False,False,False,False
2.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,21.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,,positiva,positiva,False,False,True,False,True,True,True,True,True,False
4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,34.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,3.0,Ecuador,ECU,0,prefiere_democracia,izquierda,positiva,regular,False,False,True,True,True,True,True,True,True,False
1.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,20.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,izquierda,regular,positiva,False,False,True,True,True,True,True,True,True,False
2.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,42.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,centro,positiva,positiva,False,False,True,True,True,False,False,True,False,False
2.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,18.0,6.0,7.0,1.0,2.0,1.0,2.0,2.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,izquierda,positiva,positiva,False,True,False,False,True,True,True,True,True,True
2.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2013,,Ecuador,ECU,1,prefiere_democracia,centro,regular,,True,False,True,True,True,True,True,True,True,True
2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,26.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,izquierda,regular,positiva,False,False,False,False,True,True,True,False,True,True
2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,65.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2013,3.0,Ecuador,ECU,1,indiferente,izquierda,regular,regular,False,False,False,False,True,True,True,True,True,True
4.0,3.0,,1.0,,4.0,4.0,4.0,2.0,3.0,4.0,1.0,65.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2013,2.0,Ecuador,ECU,0,indiferente,,,positiva,True,True,True,True,False,False,False,True,False,False
2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,29.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_autoritarismo,izquierda,positiva,positiva,False,True,True,True,False,False,True,True,True,False
3.0,2.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,21.0,6.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,0,prefiere_autoritarismo,centro,positiva,positiva,True,False,True,True,True,False,True,True,True,False
3.0,1.0,0.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,42.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,0,prefiere_democracia,izquierda,regular,regular,True,True,True,True,False,False,True,True,True,False
3.0,2.0,8.0,1.0,5.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,40.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,4.0,Ecuador,ECU,0,prefiere_autoritarismo,derecha,negativa,negativa,False,False,True,True,True,False,True,True,False,False
2.0,1.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,28.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,centro,regular,regular,True,True,True,False,True,False,True,True,True,True
1.0,1.0,,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,58.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,,positiva,regular,True,True,False,True,True,True,True,True,True,False
2.0,1.0,5.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0,50.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2013,4.0,Ecuador,ECU,1,prefiere_democracia,centro,negativa,negativa,True,True,True,False,False,False,True,True,False,True
2.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,43.0,5.0,2.0,,1.0,1.0,1.0,2.0,1.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,izquierda,regular,regular,True,True,True,False,True,True,False,False,False,False
1.0,2.0,,5.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,20.0,6.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2013,1.0,Ecuador,ECU,1,prefiere_autoritarismo,,positiva,positiva,True,True,True,False,True,True,False,True,True,False
3.0,1.0,,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,62.0,7.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,0,prefiere_democracia,,negativa,regular,False,True,True,True,False,False,False,False,False,False
3.0,1.0,,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,42.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,0,prefiere_democracia,,regular,regular,False,False,True,True,False,False,True,False,False,False
2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,centro,positiva,regular,False,False,True,True,True,True,True,True,True,True
2.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,25.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,izquierda,regular,regular,False,False,True,True,False,False,True,False,False,True
2.0,,3.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,20.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,1,,izquierda,regular,regular,True,True,True,True,False,False,True,True,True,False
2.0,1.0,,5.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,43.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,,positiva,positiva,False,True,True,True,True,False,True,False,False,False
2.0,1.0,,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,38.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,4.0,Ecuador,ECU,1,prefiere_democracia,,regular,negativa,False,False,True,True,True,True,True,True,True,True
2.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,25.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,centro,regular,regular,True,False,True,True,False,False,False,False,False,False
2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,21.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,centro,positiva,positiva,True,False,True,True,True,True,True,True,False,True
2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,31.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,centro,positiva,positiva,True,False,True,True,True,True,True,True,False,True
2.0,1.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,45.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2013,1.0,Ecuador,ECU,1,prefiere_democracia,derecha,positiva,positiva,False,False,True,True,True,True,True,True,True,True
3.0,1.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,35.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,0,prefiere_democracia,centro,positiva,positiva,False,False,True,True,False,False,True,True,True,False
2.0,3.0,7.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,20.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2013,1.0,Ecuador,ECU,1,indiferente,derecha,regular,positiva,False,False,False,False,True,True,True,True,True,True
4.0,3.0,,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,67.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2013,1.0,Ecuador,ECU,0,indiferente,,negativa,positiva,True,True,True,False,False,False,False,False,False,False
3.0,2.0,5.0,5.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,30.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,0,prefiere_autoritarismo,centro,regular,regular,False,False,True,True,True,False,True,False,True,False
3.0,3.0,,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,48.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2013,3.0,Ecuador,ECU,0,indiferente,,regular,regular,False,False,True,False,False,False,False,False,False,False
3.0,,,5.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,40.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2013,4.0,Ecuador,ECU,0,,,regular,negativa,False,False,True,False,False,False,True,False,True,False
2.0,,7.0,5.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,58.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2013,3.0,Ecuador,ECU,1,,derecha,positiva,regular,False,False,True,False,True,False,True,False,True,False
2.0,2.0,3.0,5.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,19.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2013,3.0,Ecuador,ECU,1,prefiere_autoritarismo,izquierda,positiva,regular,False,False,True,False,True,False,True,True,False,False
3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,32.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2013,2.0,Ecuador,ECU,0,indiferente,izquierda,regular,positiva,False,False,True,False,False,False,False,False,False,False
3.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,75.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,4.0,Ecuador,ECU,0,prefiere_democracia,izquierda,regular,negativa,False,False,True,True,False,False,True,True,True,False
4.0,1.0,9.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,39.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2013,4.0,Ecuador,ECU,0,prefiere_democracia,derecha,negativa,negativa,True,False,True,True,False,False,True,True,False,False
3.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,21.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,0,prefiere_autoritarismo,centro,regular,regular,False,True,True,True,True,True,True,True,True,False
2.0,1.0,8.0,5.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,43.0,5.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,derecha,regular,regular,False,False,True,True,False,False,True,True,False,False
2.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,18.0,4.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,izquierda,positiva,positiva,False,False,True,True,True,True,False,True,True,True
1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,26.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,izquierda,positiva,positiva,True,True,True,True,True,True,True,True,True,False
2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,27.0,7.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,izquierda,positiva,positiva,True,False,True,True,True,True,True,True,True,False
2.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,50.0,5.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,izquierda,positiva,positiva,False,False,True,True,True,True,False,True,True,True
2.0,1.0,0.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,42.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2013,1.0,Ecuador,ECU,1,prefiere_democracia,izquierda,positiva,positiva,True,True,True,True,True,True,False,True,True,False
3.0,1.0,,5.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,26.0,5.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,0,prefiere_democracia,,positiva,positiva,False,False,True,True,True,True,True,True,True,False
,3.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,32.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,2.0,Ecuador,ECU,,indiferente,izquierda,regular,positiva,False,False,True,True,False,False,False,False,False,False
2.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,21.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,centro,regular,regular,True,True,True,True,False,True,True,True,True,False
3.0,2.0,6.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,63.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,2.0,Ecuador,ECU,0,prefiere_autoritarismo,centro,regular,positiva,False,False,True,True,False,False,True,True,True,False
1.0,3.0,6.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,43.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,3.0,Ecuador,ECU,1,indiferente,centro,positiva,regular,False,False,True,True,False,False,True,True,True,False
2.0,1.0,,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,45.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,,positiva,positiva,False,False,True,False,False,False,False,False,False,False
2.0,1.0,,1.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,30.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,,positiva,positiva,True,False,True,False,True,True,False,True,True,False
3.0,,,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,56.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2013,4.0,Ecuador,ECU,0,,,regular,negativa,False,False,True,False,False,False,True,True,True,False
3.0,1.0,,5.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,26.0,5.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2013,3.0,Ecuador,ECU,0,prefiere_democracia,,regular,regular,False,False,True,False,False,False,True,False,False,False
2.0,2.0,,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,29.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,3.0,Ecuador,ECU,1,prefiere_autoritarismo,,regular,regular,False,False,True,True,False,False,True,True,True,False
1.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,39.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,1,indiferente,izquierda,regular,regular,False,False,True,True,False,False,True,False,True,False
2.0,1.0,,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,42.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,,regular,positiva,False,False,True,False,False,False,True,True,True,False
2.0,1.0,,1.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,36.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,,regular,regular,True,False,True,False,False,False,True,True,True,False
2.0,3.0,,2.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,62.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2013,3.0,Ecuador,ECU,1,indiferente,,regular,regular,False,False,True,False,False,False,True,False,False,False
2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,19.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,izquierda,positiva,positiva,True,True,True,False,True,True,True,True,True,False
2.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,33.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,izquierda,positiva,regular,False,False,True,False,True,False,False,False,True,False
2.0,3.0,,5.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,80.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2013,3.0,Ecuador,ECU,1,indiferente,,regular,regular,True,False,True,False,False,False,True,False,True,False
4.0,3.0,,5.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,18.0,6.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,0,indiferente,,positiva,positiva,False,False,True,True,True,True,False,True,True,False
3.0,1.0,5.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,1.0,46.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,2.0,Ecuador,ECU,0,prefiere_democracia,centro,positiva,positiva,False,False,True,True,False,False,False,True,True,False
3.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,1.0,38.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2013,3.0,Ecuador,ECU,0,prefiere_democracia,centro,positiva,regular,False,False,True,False,False,True,True,True,,False
2.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,31.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2013,3.0,Ecuador,ECU,1,prefiere_autoritarismo,izquierda,positiva,regular,False,False,True,True,True,True,True,False,True,False
3.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,40.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2013,3.0,Ecuador,ECU,0,prefiere_democracia,centro,positiva,regular,True,False,True,False,True,False,True,False,False,False
2.0,,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,26.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2013,2.0,Ecuador,ECU,1,,centro,positiva,positiva,False,False,True,False,True,True,True,True,True,True
1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,41.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,izquierda,positiva,positiva,True,True,True,False,True,True,True,True,True,False
2.0,2.0,8.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,18.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,prefiere_autoritarismo,derecha,positiva,positiva,True,True,True,True,False,False,False,False,True,False
2.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,63.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2013,2.0,Ecuador,ECU,1,prefiere_democracia,centro,positiva,positiva,True,True,True,False,False,False,False,False,True,False
3.0,2.0,5.0,5.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,43.0,7.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2013,3.0,Ecuador,ECU,0,prefiere_autoritarismo,centro,regular,regular,False,False,True,False,True,False,True,True,False,False
4.0,,2.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,1.0,38.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2013,2.0,Ecuador,ECU,0,,izquierda,regular,positiva,True,False,True,False,False,True,False,False,True,False
3.0,2.0,,3.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,25.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2013,3.0,Ecuador,ECU,0,prefiere_autoritarismo,,regular,regular,False,False,True,True,False,False,True,True,True,False
4.0,2.0,1.0,5.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,23.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,0,prefiere_autoritarismo,izquierda,regular,positiva,True,True,True,True,False,False,True,True,True,False
2.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,39.0,7.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,izquierda,positiva,regular,True,True,True,False,True,True,True,True,True,False
2.0,3.0,,5.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,19.0,6.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,1,indiferente,,positiva,positiva,True,False,True,True,False,False,True,False,False,False
2.0,1.0,5.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,38.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2013,3.0,Ecuador,ECU,1,prefiere_democracia,centro,regular,regular,True,False,True,True,True,False,False,True,True,False
3.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,22.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2013,2.0,Ecuador,ECU,0,prefiere_autoritarismo,izquierda,positiva,positiva,True,False,True,True,False,False,True,True,True,True
